title,url,product,capability,priority,key_evidence,accessed_on,discovered_in
models,https://www.palantir.com/docs/foundry/integrate-models/integrate-overview/,Foundry & AIP,Cross-capability / platform,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development | Ontology building
API: Language model adapters,https://www.palantir.com/docs/foundry/integrate-models/language-models-adapters/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
API: Language model transform inputs,https://www.palantir.com/docs/foundry/integrate-models/language-models-transforms-inputs/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Model API definition,https://www.palantir.com/docs/foundry/integrate-models/model-adapter-api/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Creating model adapters,https://www.palantir.com/docs/foundry/integrate-models/model-adapter-creation/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
model development within the platform,https://www.palantir.com/docs/foundry/integrate-models/model-adapter-overview/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
API: ModelAdapter reference,https://www.palantir.com/docs/foundry/integrate-models/model-adapter-reference/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Example: Binary classification with scikit-learn,https://www.palantir.com/docs/foundry/integrate-models/model-asset-code-repositories-sklearn/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Train in Code Repositories,https://www.palantir.com/docs/foundry/integrate-models/model-asset-code-repositories/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Train in a Jupyter® notebook,https://www.palantir.com/docs/foundry/integrate-models/model-asset-code-workspaces/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Example: Upload a scikit-learn model,https://www.palantir.com/docs/foundry/integrate-models/model-asset-files-iris/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Upload a model from pre-trained files,https://www.palantir.com/docs/foundry/integrate-models/model-asset-files/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Model adapters in the Ontology,https://www.palantir.com/docs/foundry/integrate-models/model-asset-osdk/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Model serialization,https://www.palantir.com/docs/foundry/integrate-models/serialization/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Spark distributed model training,https://www.palantir.com/docs/foundry/integrate-models/spark-distributed-model-training/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Spark ML models,https://www.palantir.com/docs/foundry/integrate-models/spark-models/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
API: ModelInput in transforms,https://www.palantir.com/docs/foundry/integrate-models/transform-model-input/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Upgrade Model Adapter Without Retraining,https://www.palantir.com/docs/foundry/integrate-models/upgrade-model-adapter/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Upload images with a container model,https://www.palantir.com/docs/foundry/integrate-models/upload-image-container-model/,Foundry & AIP,Model connectivity & development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Model connectivity & development
Create an interface,https://www.palantir.com/docs/foundry/interfaces/create-interface/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Edit an interface definition,https://www.palantir.com/docs/foundry/interfaces/edit-interface-definition/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Edit an interface implementation,https://www.palantir.com/docs/foundry/interfaces/edit-interface-implementation/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Extend an interface,https://www.palantir.com/docs/foundry/interfaces/extend-interface/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Implement an interface,https://www.palantir.com/docs/foundry/interfaces/implement-interface/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Interface action type constraints,https://www.palantir.com/docs/foundry/interfaces/interface-action-type-constraints/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Interface link types,https://www.palantir.com/docs/foundry/interfaces/interface-link-types-overview/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Metadata reference,https://www.palantir.com/docs/foundry/interfaces/interface-metadata/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
interfaces,https://www.palantir.com/docs/foundry/interfaces/interface-overview/,Foundry & AIP,Ontology building,P0,Official architectural spine or core ontology lifecycle page; reviewed directly in the research synthesis.,2026-07-27,Ontology building
Impact tracking,https://www.palantir.com/docs/foundry/linter/impact-tracking/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
